"t","a","v","w","sv","sw","st0","wienr","rtd3"
1.58688474163646,1,-1,0.5,0.5,0.4,0.25,0.00873891906346578,0.00874083508549631
1.13948538718978,1.5,0.5,0.3,2,0.2,0.25,0.127585546628846,0.127604016984462
0.491037853329908,1.5,0.5,0.3,0.5,0.05,0.1,1.33174821674053,1.3319124766779
0.655304509098642,0.6,-1,0.3,1,0.05,0.25,0.483679192721128,0.483624201551429
1.27639279421419,1.5,-1,0.3,0.5,0.05,0.25,0.170159421765016,0.17016030191251
2.71189113350119,0.6,0,0.7,0.5,0.4,0.1,4.98601964003839e-14,4.98668519707869e-14
1.02650785149308,0.6,0.5,0.7,2,0.05,0.25,0.00167284721052628,0.00167273121953274
0.978345400129911,1,1.5,0.5,0.5,0.4,0.1,0.0367508740573349,0.03675835074538
2.93744767231401,0.6,-3,0.5,1,0.4,0.25,4.10169204636169e-16,4.10204037226047e-16
3.28000479170587,1,-0.2,0.5,2,0.4,0.1,4.57755160908888e-07,4.5786183257432e-07
2.84052870855667,1.5,-1,0.7,2,0.4,0.1,0.00160825359716925,0.00160876155003131
3.03578782021068,1,-3,0.7,2,0.2,0.1,5.99295994764356e-07,5.99465987978129e-07
1.74024571040645,1.5,4,0.7,0.5,0.05,0.25,1.04224677832595e-06,1.04260165865458e-06
1.01203430361347,1,4,0.3,2,0.4,0.25,0.0140734708714089,0.0140777560111483
0.727053236938082,0.6,-1,0.3,2,0.4,0.1,0.0270418155292414,0.027043024823112
1.17506636158796,2.5,0,0.5,2,0.4,0.25,0.288222549061955,0.288264606285817
2.7575128778466,2.5,1.5,0.5,2,0.2,0.25,0.0215279297715004,0.0215318248209086
0.519958328828216,1.5,4,0.5,1,0.4,0.1,0.032636071354561,0.0326012130500482
2.71834628611105,0.6,4,0.7,0.5,0.05,0.1,1.19638716203063e-19,1.19616889491166e-19
0.657944114331622,1,0.5,0.7,0.5,0.05,0.25,0.517193947913747,0.517214673227
2.61148775500478,0.6,0.5,0.5,0.5,0.2,0.25,8.03110536375054e-13,8.03209421688846e-13
1.24919117076788,2.5,0.5,0.3,2,0.05,0.25,0.161857618281541,0.161864100091727
2.61939789166208,1,1.5,0.7,2,0.4,0.25,1.24267974257928e-05,1.24298740146743e-05
1.94493439268554,0.6,0.5,0.7,1,0.4,0.1,1.25635541035295e-09,1.25650978240079e-09
1.41899307010463,0.6,-3,0.3,1,0.4,0.25,1.42734954670624e-06,1.42729823841945e-06
0.623042902722955,1,-1,0.5,1,0.2,0.1,1.06391872437383,1.06412419513903
2.59127800280694,1.5,-0.2,0.3,0.5,0.05,0.1,0.00694510741146763,0.00694544689965828
2.59441884330008,2.5,-0.2,0.3,2,0.2,0.1,0.0249065143101059,0.0249088250504214
3.01461949341465,0.6,-0.2,0.7,2,0.2,0.25,1.29395422013913e-15,1.2941251235514e-15
3.20053421900375,1,-3,0.5,0.5,0.2,0.1,2.57097750549626e-09,2.57134303830756e-09
1.87000703727826,1.5,-3,0.3,1,0.05,0.25,0.00397645735645298,0.00397628682347612
1.97096798787825,1,-0.2,0.5,1,0.05,0.25,0.00110557815608403,0.00110562631060601
