"set","method","us_per_trial","n","n_acc","rel_diff"
89,"WienR 1e-4",111.276993,1000,1000,0.0033018777638758
89,"WienR 1e-8",974.364098,1000,1000,6.95629234215289e-08
89,"WienR 1e-12",1331.40858,200,200,7.0511494421055e-09
89,"WienR 1e-12 + 5 grads",9859.890945,200,200,7.0511494421055e-09
90,"ours 1e-12 (density + 7 grads)",10.1845435,1000,1000,0
90,"rtdists precision=3",52.6336065,1000,1000,0.0240990873072127
90,"rtdists precision=5",3385.6078,100,100,0.000117493238265598
90,"rtdists precision=8",1683471.92232692,26,50,1.30881450122189e-08
90,"WienR 5e-3 (EMC2 default)",34.8332515,1000,1000,0.10246206740988
90,"WienR 1e-4",137.301907,1000,1000,0.000510721593192764
90,"WienR 1e-8",979.9878425,1000,1000,1.2736194010543e-07
90,"WienR 1e-12",1215.63647,200,200,5.47008192075538e-08
90,"WienR 1e-12 + 5 grads",8876.43891,200,200,5.47008192075538e-08
91,"ours 1e-12 (density + 7 grads)",10.49477,1000,1000,0
91,"rtdists precision=3",44.438137,1000,1000,0.00971756101525145
91,"rtdists precision=5",2839.86008,100,100,4.64185017080565e-05
91,"rtdists precision=8",1405905.75138,25,50,9.77503739063579e-08
91,"WienR 5e-3 (EMC2 default)",10.1979505,1000,1000,0.065402796299729
91,"WienR 1e-4",35.8046235,1000,1000,0.000813087613587893
91,"WienR 1e-8",543.675457,1000,1000,3.31649008256107e-08
91,"WienR 1e-12",1240.796735,200,200,5.3909924302431e-09
91,"WienR 1e-12 + 5 grads",9111.599945,200,200,5.3909924302431e-09
92,"ours 1e-12 (density + 7 grads)",11.2376285,1000,1000,0
92,"rtdists precision=3",28.220874,1000,1000,0.0112591022931523
92,"rtdists precision=5",960.02976,100,100,1.86548873566394e-05
92,"rtdists precision=8",430676.9232,25,50,3.88831540298895e-08
92,"WienR 5e-3 (EMC2 default)",13.2139515,1000,1000,0.0269157416539245
92,"WienR 1e-4",22.477061,1000,1000,0.0265796893866004
92,"WienR 1e-8",188.7560255,1000,1000,1.25631014480376e-08
92,"WienR 1e-12",1076.75061,200,200,2.21580531700738e-11
92,"WienR 1e-12 + 5 grads",8704.116115,200,200,2.21580531700738e-11
93,"ours 1e-12 (density + 7 grads)",10.4257465,1000,1000,0
93,"rtdists precision=3",22.285673,1000,1000,0.00762997105343222
93,"rtdists precision=5",1388.04352,100,100,5.53775211497021e-05
93,"rtdists precision=8",663998.39562,25,50,1.19506598950103e-07
93,"WienR 5e-3 (EMC2 default)",4.660593,1000,1000,0.00697650404528272
93,"WienR 1e-4",5.7495735,1000,1000,0.00235370501587684
93,"WienR 1e-8",60.1129905,1000,1000,2.09359181102542e-08
93,"WienR 1e-12",718.763005,200,200,1.2991487885472e-09
93,"WienR 1e-12 + 5 grads",5926.578905,200,200,1.2991487885472e-09
94,"ours 1e-12 (density + 7 grads)",10.376075,1000,1000,0
94,"rtdists precision=3",34.3437935,1000,1000,0.011804590299192
94,"rtdists precision=5",2169.37396,100,100,1.89977562322641e-05
94,"rtdists precision=8",1055903.16042,25,50,4.02064586069173e-08
94,"WienR 5e-3 (EMC2 default)",12.249324,1000,1000,0.0472659572825646
94,"WienR 1e-4",39.9914205,1000,1000,0.00260646246025431
94,"WienR 1e-8",637.828513,1000,1000,2.0456802030111e-08
94,"WienR 1e-12",1278.081315,200,200,2.72124389688599e-09
94,"WienR 1e-12 + 5 grads",9688.88138,200,200,2.72124389688599e-09
95,"ours 1e-12 (density + 7 grads)",11.143882,1000,1000,0
95,"rtdists precision=3",5.483463,1000,1000,0.0769974042897842
95,"rtdists precision=5",362.87747,100,100,5.95595330693532e-05
95,"rtdists precision=8",179571.4925,25,50,8.61166944421399e-08
95,"WienR 5e-3 (EMC2 default)",5.324301,1000,1000,0.0122696828125195
95,"WienR 1e-4",9.4971785,1000,1000,9.51928553417636e-05
95,"WienR 1e-8",149.1157495,1000,1000,6.4437162272668e-09
95,"WienR 1e-12",937.203625,200,200,4.60866900198198e-11
95,"WienR 1e-12 + 5 grads",7687.70705,200,200,4.60866900198198e-11
96,"ours 1e-12 (density + 7 grads)",11.470611,1000,1000,0
96,"rtdists precision=3",39.278902,1000,1000,0.00579308499017617
96,"rtdists precision=5",2367.76968,100,100,2.3315314236827e-05
96,"rtdists precision=8",1172345.53514,25,50,2.92905566467994e-08
96,"WienR 5e-3 (EMC2 default)",9.722371,1000,1000,0.0331421802796256
96,"WienR 1e-4",31.8407435,1000,1000,0.00576947198285582
96,"WienR 1e-8",481.521097,1000,1000,7.2368991577143e-08
96,"WienR 1e-12",1264.02795,200,200,7.2368991577143e-08
96,"WienR 1e-12 + 5 grads",9862.961435,200,200,7.2368991577143e-08
97,"ours 1e-12 (density + 7 grads)",11.0175405,1000,1000,0
97,"rtdists precision=3",41.413034,1000,1000,0.0743649199156744
97,"rtdists precision=5",2493.90782,100,100,0.00114514556643386
97,"rtdists precision=8",1319376.78314,25,50,3.64735087687862e-08
97,"WienR 5e-3 (EMC2 default)",8.4220765,1000,1000,0.0404306693917731
97,"WienR 1e-4",22.483334,1000,1000,0.00158585169601233
97,"WienR 1e-8",409.949529,1000,1000,3.59573946173697e-08
97,"WienR 1e-12",1200.13355,200,200,2.8960700504399e-10
97,"WienR 1e-12 + 5 grads",9091.380795,200,200,2.8960700504399e-10
98,"ours 1e-12 (density + 7 grads)",10.252747,1000,1000,0
98,"rtdists precision=3",66.8155885,1000,1000,0.195002938527233
98,"rtdists precision=5",3992.86782,100,100,8.94306292821279e-05
98,"rtdists precision=8",1883163.32972,25,50,1.89410800266465e-07
98,"WienR 5e-3 (EMC2 default)",23.987911,1000,1000,0.192495992980243
98,"WienR 1e-4",88.4755195,1000,1000,0.00264627597692069
98,"WienR 1e-8",826.7019625,1000,1000,3.33871590374457e-07
98,"WienR 1e-12",1292.43972,200,200,2.29309784938181e-07
98,"WienR 1e-12 + 5 grads",9608.11753,200,200,2.29309784938181e-07
99,"ours 1e-12 (density + 7 grads)",11.1414835,1000,1000,0
99,"rtdists precision=3",40.1385285,1000,1000,0.00787956666060063
99,"rtdists precision=5",2464.8544,100,100,3.11434974753499e-05
99,"rtdists precision=8",1173531.63644,25,50,5.79714920512231e-08
99,"WienR 5e-3 (EMC2 default)",8.285608,1000,1000,0.0287767126134375
99,"WienR 1e-4",24.593604,1000,1000,0.0051377506306598
99,"WienR 1e-8",386.395685,1000,1000,8.42409302315161e-08
99,"WienR 1e-12",1176.5401,200,200,8.42409302315161e-08
99,"WienR 1e-12 + 5 grads",8970.15753,200,200,8.42409302315161e-08
100,"ours 1e-12 (density + 7 grads)",9.5616305,1000,1000,0
100,"rtdists precision=3",8.9850885,1000,1000,0.0761608795795559
100,"rtdists precision=5",119.06687,100,100,4.82053645056713e-05
100,"rtdists precision=8",61528.31542,25,50,5.85452769596984e-08
100,"WienR 5e-3 (EMC2 default)",6.5164785,1000,1000,0.0017817796226135
100,"WienR 1e-4",10.7133615,1000,1000,0.000129892113846841
100,"WienR 1e-8",59.893415,1000,1000,3.25573155102177e-08
100,"WienR 1e-12",636.692895,200,200,2.02016181560793e-12
100,"WienR 1e-12 + 5 grads",5456.513495,200,200,2.02016181560793e-12
